BookingReference,CustomerID,BookingDate,Destination,ServiceType,TripType,NumberOfTravelers,Nights,BookingChannel,BookingAmount,Status
BK202306146593,TRVL001194,2023-06-14,"Santorini, Greece",Cruise,Round Trip,2,12,Travel Agent,19225.66,Confirmed
BK202306147454,TRVL000690,2023-06-14,"Amsterdam, Netherlands",Flight Only,Multi-City,2,0,Mobile App,2753.84,Confirmed
BK202306146695,TRVL000177,2023-06-14,"London, UK",Hotel Only,Round Trip,4,21,Email,1276.98,Confirmed
BK202306145879,TRVL001478,2023-06-14,"Paris, France",Flight + Hotel,One Way,2,17,Website,4482.0,Confirmed
BK202306145022,TRVL000165,2023-06-14,"New York, USA",Flight + Hotel,Multi-City,3,2,Email,5102.1,Confirmed
BK202306147263,TRVL000073,2023-06-14,Singapore,Flight Only,Multi-City,3,0,Website,964.57,Confirmed
BK202306143265,TRVL000853,2023-06-14,Switzerland,Flight Only,One Way,2,0,Mobile App,621.21,Confirmed
BK202306147865,TRVL000050,2023-06-14,"Copenhagen, Denmark",Hotel Only,Multi-City,5,8,Travel Agent,1678.35,Confirmed
BK202306145049,TRVL000076,2023-06-14,Maldives,Flight + Hotel,Round Trip,2,14,Website,1507.08,Confirmed
BK202306147301,TRVL000004,2023-06-14,"Prague, Czech Republic",Flight + Hotel,Round Trip,1,6,Email,2732.34,Confirmed
BK202306143514,TRVL000781,2023-06-14,"Vienna, Austria",Hotel Only,Round Trip,2,5,Mobile App,1721.55,Confirmed
BK202306145125,TRVL001820,2023-06-14,"London, UK",Complete Package,One Way,1,14,Website,2249.89,Confirmed
BK202306143885,TRVL000039,2023-06-14,"Bali, Indonesia",Flight Only,One Way,1,0,Travel Agent,387.75,Confirmed
BK202306144977,TRVL000019,2023-06-14,"Miami, USA",Flight Only,Multi-City,1,0,Phone,510.88,Confirmed
BK202306154489,TRVL001090,2023-06-15,Iceland,Flight Only,Multi-City,2,0,Travel Agent,2541.51,Confirmed
BK202306157925,TRVL000515,2023-06-15,"Copenhagen, Denmark",Flight Only,One Way,2,0,Phone,2795.38,Confirmed
BK202306154444,TRVL000020,2023-06-15,"Tokyo, Japan",Complete Package,Multi-City,4,20,Phone,18178.07,Confirmed
BK202306157805,TRVL000364,2023-06-15,"Dubai, UAE",Cruise,One Way,3,13,Phone,25644.12,Confirmed
BK202306155820,TRVL001236,2023-06-15,"Cancun, Mexico",Flight Only,One Way,2,0,Website,1668.28,Confirmed
BK202306159618,TRVL000605,2023-06-15,Iceland,Complete Package,Round Trip,1,12,Phone,3940.68,Confirmed
BK202306152225,TRVL001366,2023-06-15,Singapore,Complete Package,One Way,2,17,Phone,9637.07,Confirmed
BK202306154646,TRVL000003,2023-06-15,"Amsterdam, Netherlands",Flight + Hotel,Multi-City,4,17,Travel Agent,8640.18,Confirmed
BK202306159723,TRVL001170,2023-06-15,"Sydney, Australia",Complete Package,Multi-City,1,3,Website,6346.4,Confirmed
BK202306156310,TRVL000407,2023-06-15,Iceland,Complete Package,Round Trip,5,3,Travel Agent,25237.41,Confirmed
BK202306158391,TRVL000086,2023-06-15,"Phuket, Thailand",Flight + Hotel,One Way,2,21,Email,2500.09,Confirmed
BK202306151076,TRVL000117,2023-06-15,"Cancun, Mexico",Cruise,Round Trip,4,14,Mobile App,34317.51,Confirmed
BK202306153775,TRVL000012,2023-06-15,Maldives,Hotel Only,Multi-City,1,9,Website,318.95,Confirmed
BK202306154449,TRVL000505,2023-06-15,"New York, USA",Cruise,One Way,1,16,Phone,11129.88,Confirmed
BK202306154078,TRVL000440,2023-06-15,"Paris, France",Flight + Hotel,Round Trip,3,10,Travel Agent,7574.55,Confirmed
BK202306153119,TRVL001634,2023-06-15,"Rome, Italy",Hotel Only,One Way,2,5,Travel Agent,789.16,Confirmed
BK202306156363,TRVL000764,2023-06-15,"Istanbul, Turkey",Hotel Only,One Way,1,8,Mobile App,397.56,Confirmed
BK202306159404,TRVL000002,2023-06-15,"Amsterdam, Netherlands",Complete Package,Round Trip,2,18,Travel Agent,6820.49,Confirmed
BK202306159930,TRVL001208,2023-06-15,"Barcelona, Spain",Flight Only,Multi-City,3,0,Email,3363.9,Confirmed
BK202306156966,TRVL000868,2023-06-15,"Paris, France",Complete Package,Round Trip,4,4,Travel Agent,25612.1,Confirmed
BK202306157318,TRVL000308,2023-06-15,"Barcelona, Spain",Cruise,Multi-City,2,14,Mobile App,10098.29,Confirmed
BK202306152750,TRVL000007,2023-06-15,"Cancun, Mexico",Flight Only,Multi-City,2,0,Phone,3205.32,Confirmed
BK202306166455,TRVL001087,2023-06-16,"Bali, Indonesia",Complete Package,One Way,2,4,Mobile App,17140.67,Confirmed
BK202306164802,TRVL000316,2023-06-16,"Bangkok, Thailand",Flight Only,Round Trip,2,0,Phone,3399.07,Confirmed
BK202306163747,TRVL000527,2023-06-16,"Amsterdam, Netherlands",Hotel Only,Round Trip,1,20,Mobile App,601.86,Confirmed
BK202306163181,TRVL000037,2023-06-16,"Vienna, Austria",Hotel Only,Round Trip,2,12,Email,1246.72,Confirmed
BK202306161071,TRVL000195,2023-06-16,"Santorini, Greece",Flight Only,Multi-City,2,0,Travel Agent,800.12,Confirmed
BK202306164526,TRVL001616,2023-06-16,Iceland,Complete Package,One Way,3,18,Mobile App,15081.03,Confirmed
BK202306163339,TRVL000013,2023-06-16,"Paris, France",Complete Package,Round Trip,2,11,Mobile App,9245.13,Confirmed
BK202306163653,TRVL000006,2023-06-16,"Berlin, Germany",Flight Only,One Way,3,0,Email,693.3,Confirmed
BK202306163659,TRVL000851,2023-06-16,"Paris, France",Flight Only,Round Trip,3,0,Mobile App,1383.98,Confirmed
BK202306163441,TRVL001419,2023-06-16,"Istanbul, Turkey",Flight Only,One Way,4,0,Phone,3488.36,Confirmed
BK202306163131,TRVL000597,2023-06-16,"Rome, Italy",Complete Package,Multi-City,5,20,Travel Agent,14546.93,Confirmed
BK202306166631,TRVL000581,2023-06-16,"Sydney, Australia",Cruise,One Way,1,9,Mobile App,7032.01,Confirmed
BK202306169300,TRVL001148,2023-06-16,"Sydney, Australia",Flight + Hotel,Round Trip,2,4,Mobile App,1742.65,Confirmed
BK202306165992,TRVL000712,2023-06-16,Maldives,Complete Package,One Way,2,18,Travel Agent,9994.18,Confirmed
BK202306169612,TRVL001701,2023-06-16,"London, UK",Cruise,Multi-City,1,19,Email,3817.5,Confirmed
BK202306168174,TRVL000251,2023-06-16,Iceland,Complete Package,Round Trip,2,21,Phone,4412.13,Confirmed
BK202306162638,TRVL000643,2023-06-16,"Tokyo, Japan",Flight Only,Multi-City,2,0,Email,1903.11,Confirmed
BK202306162112,TRVL000200,2023-06-16,"Bali, Indonesia",Flight Only,Multi-City,1,0,Travel Agent,1471.12,Confirmed
BK202306168970,TRVL000063,2023-06-16,"Tokyo, Japan",Flight + Hotel,One Way,1,19,Email,2731.38,Confirmed
BK202306169159,TRVL000918,2023-06-16,Singapore,Cruise,One Way,4,20,Mobile App,45589.92,Confirmed
BK202306163959,TRVL000761,2023-06-16,"Amsterdam, Netherlands",Flight Only,Round Trip,3,0,Website,1926.95,Confirmed
BK202306167183,TRVL001093,2023-06-16,"Barcelona, Spain",Complete Package,One Way,1,5,Email,2782.3,Confirmed
BK202306163137,TRVL000981,2023-06-16,"London, UK",Flight Only,Round Trip,1,0,Phone,278.82,Confirmed
BK202306162142,TRVL000167,2023-06-16,Iceland,Cruise,Round Trip,3,12,Email,31410.17,Confirmed
BK202306172621,TRVL001562,2023-06-17,"Santorini, Greece",Hotel Only,One Way,3,9,Travel Agent,1644.79,Confirmed
BK202306172753,TRVL001095,2023-06-17,"Los Angeles, USA",Flight Only,One Way,2,0,Email,1930.4,Confirmed
BK202306173548,TRVL000062,2023-06-17,"Vienna, Austria",Flight + Hotel,Round Trip,3,11,Travel Agent,5319.65,Confirmed
BK202306176946,TRVL000971,2023-06-17,"Vienna, Austria",Flight Only,Multi-City,3,0,Website,1029.38,Confirmed
BK202306175511,TRVL000040,2023-06-17,"Miami, USA",Complete Package,One Way,2,15,Travel Agent,6516.48,Confirmed
BK202306171260,TRVL000026,2023-06-17,"Phuket, Thailand",Cruise,Round Trip,2,6,Phone,4956.59,Confirmed
BK202306171380,TRVL001070,2023-06-17,Maldives,Flight + Hotel,Multi-City,1,4,Travel Agent,1445.13,Confirmed
BK202306179989,TRVL000094,2023-06-17,Maldives,Flight + Hotel,Round Trip,1,6,Website,1289.9,Cancelled
BK202306179736,TRVL000146,2023-06-17,"Prague, Czech Republic",Complete Package,One Way,3,12,Travel Agent,4471.98,Confirmed
BK202306172670,TRVL000190,2023-06-17,"Los Angeles, USA",Complete Package,Round Trip,2,4,Email,15194.01,Confirmed
BK202306176632,TRVL001968,2023-06-17,"Santorini, Greece",Complete Package,One Way,4,19,Mobile App,19519.18,Confirmed
BK202306179249,TRVL000470,2023-06-17,"Miami, USA",Flight + Hotel,One Way,2,15,Mobile App,3094.94,Confirmed
BK202306178536,TRVL000520,2023-06-17,"Cancun, Mexico",Cruise,Round Trip,1,15,Phone,8416.64,Confirmed
BK202306175247,TRVL000998,2023-06-17,"Istanbul, Turkey",Cruise,One Way,5,6,Mobile App,39330.78,Confirmed
BK202306173486,TRVL000652,2023-06-17,"Barcelona, Spain",Flight Only,Round Trip,2,0,Phone,1967.28,Confirmed
BK202306174943,TRVL000053,2023-06-17,Maldives,Flight + Hotel,One Way,4,8,Phone,8742.48,Confirmed
BK202306174493,TRVL000681,2023-06-17,"Dubai, UAE",Flight + Hotel,Multi-City,1,4,Travel Agent,522.31,Confirmed
BK202306187745,TRVL000761,2023-06-18,"Prague, Czech Republic",Hotel Only,Multi-City,2,16,Email,966.43,Confirmed
BK202306187452,TRVL001738,2023-06-18,"Santorini, Greece",Hotel Only,One Way,3,12,Travel Agent,2111.89,Confirmed
BK202306183345,TRVL001018,2023-06-18,"Dubai, UAE",Cruise,One Way,5,20,Phone,43090.19,Confirmed
BK202306189900,TRVL001799,2023-06-18,"Cancun, Mexico",Hotel Only,One Way,3,16,Website,1839.81,Confirmed
BK202306181626,TRVL000989,2023-06-18,"Rome, Italy",Hotel Only,Multi-City,1,6,Email,423.52,Confirmed
BK202306181002,TRVL001955,2023-06-18,"Paris, France",Cruise,One Way,3,11,Email,28401.9,Confirmed
BK202306188059,TRVL000434,2023-06-18,"Santorini, Greece",Complete Package,One Way,1,6,Website,5320.06,Confirmed
BK202306187792,TRVL001553,2023-06-18,"Los Angeles, USA",Flight Only,Round Trip,1,0,Email,875.19,Confirmed
BK202306183240,TRVL000005,2023-06-18,Iceland,Flight Only,Multi-City,1,0,Phone,465.95,Confirmed
BK202306188114,TRVL001469,2023-06-18,"Istanbul, Turkey",Flight Only,One Way,3,0,Email,691.48,Confirmed
BK202306189424,TRVL001773,2023-06-18,"Los Angeles, USA",Flight Only,Round Trip,1,0,Website,1662.59,Confirmed
BK202306183092,TRVL001916,2023-06-18,"Vienna, Austria",Cruise,Multi-City,2,11,Travel Agent,6228.01,Confirmed
BK202306185136,TRVL000009,2023-06-18,"London, UK",Flight Only,Round Trip,2,0,Travel Agent,1279.93,Cancelled
BK202306181628,TRVL000048,2023-06-18,Singapore,Cruise,Multi-City,2,9,Email,19628.73,Confirmed
BK202306185896,TRVL000386,2023-06-18,"Dubai, UAE",Flight + Hotel,One Way,1,12,Mobile App,2269.68,Confirmed
BK202306187321,TRVL000289,2023-06-18,"Barcelona, Spain",Flight Only,One Way,2,0,Phone,2153.82,Confirmed
BK202306181094,TRVL000322,2023-06-18,"Los Angeles, USA",Hotel Only,Multi-City,1,9,Website,613.53,Confirmed
BK202306188503,TRVL000390,2023-06-18,Singapore,Cruise,One Way,1,17,Phone,8164.83,Confirmed
BK202306187884,TRVL000065,2023-06-18,"Sydney, Australia",Complete Package,One Way,1,10,Website,6855.6,Confirmed
BK202306192767,TRVL000087,2023-06-19,"Los Angeles, USA",Hotel Only,One Way,2,9,Phone,378.22,Confirmed
BK202306195585,TRVL001365,2023-06-19,"Dubai, UAE",Hotel Only,Multi-City,2,14,Phone,637.83,Confirmed
BK202306191359,TRVL000022,2023-06-19,"Tokyo, Japan",Flight + Hotel,One Way,2,21,Phone,883.85,Confirmed
BK202306198208,TRVL000962,2023-06-19,"Amsterdam, Netherlands",Flight + Hotel,One Way,2,17,Website,3695.16,Confirmed
BK202306197074,TRVL000683,2023-06-19,"Amsterdam, Netherlands",Hotel Only,Round Trip,2,10,Phone,1141.52,Confirmed
BK202306199936,TRVL000001,2023-06-19,"Amsterdam, Netherlands",Cruise,One Way,1,14,Website,6695.33,Confirmed
BK202306197315,TRVL000498,2023-06-19,"Copenhagen, Denmark",Hotel Only,Round Trip,4,20,Travel Agent,2091.47,Confirmed
BK202306194378,TRVL000556,2023-06-19,"Copenhagen, Denmark",Complete Package,Multi-City,3,17,Email,14422.71,Confirmed
BK202306194124,TRVL000216,2023-06-19,"Berlin, Germany",Complete Package,Round Trip,2,11,Website,6489.13,Confirmed
BK202306194111,TRVL001614,2023-06-19,"Barcelona, Spain",Flight + Hotel,One Way,1,20,Website,1492.89,Confirmed
BK202306197583,TRVL000095,2023-06-19,"Istanbul, Turkey",Cruise,One Way,1,18,Travel Agent,10024.27,Cancelled
BK202306196822,TRVL000040,2023-06-19,"Berlin, Germany",Cruise,Multi-City,1,4,Email,3269.99,Confirmed
BK202306194256,TRVL000181,2023-06-19,"Miami, USA",Flight Only,Multi-City,2,0,Website,961.29,Confirmed
BK202306193970,TRVL000054,2023-06-19,"Santorini, Greece",Cruise,Multi-City,2,17,Travel Agent,12117.47,Confirmed
BK202306199803,TRVL001089,2023-06-19,Maldives,Cruise,Round Trip,1,7,Travel Agent,4612.56,Confirmed
BK202306197862,TRVL001439,2023-06-19,"Rome, Italy",Cruise,Multi-City,1,9,Email,7441.18,Confirmed
BK202306202439,TRVL000325,2023-06-20,"Dubai, UAE",Flight Only,One Way,4,0,Phone,5291.46,Confirmed
BK202306205190,TRVL000980,2023-06-20,"Phuket, Thailand",Flight Only,Multi-City,2,0,Website,1058.44,Confirmed
BK202306204035,TRVL001770,2023-06-20,"Miami, USA",Complete Package,One Way,4,12,Email,25581.82,Confirmed
BK202306203254,TRVL000003,2023-06-20,"Phuket, Thailand",Complete Package,Multi-City,2,3,Travel Agent,8334.75,Confirmed
BK202306203542,TRVL001973,2023-06-20,"Istanbul, Turkey",Hotel Only,Multi-City,1,11,Mobile App,246.08,Confirmed
BK202306201671,TRVL000427,2023-06-20,"Los Angeles, USA",Flight Only,Multi-City,3,0,Travel Agent,3421.53,Confirmed
BK202306208347,TRVL000684,2023-06-20,Switzerland,Flight Only,Multi-City,2,0,Email,2404.32,Confirmed
BK202306207540,TRVL001124,2023-06-20,"Berlin, Germany",Flight + Hotel,One Way,1,7,Mobile App,896.66,Confirmed
BK202306206854,TRVL000028,2023-06-20,"Berlin, Germany",Cruise,Multi-City,1,15,Website,6248.16,Confirmed
BK202306204744,TRVL000151,2023-06-20,"Prague, Czech Republic",Hotel Only,Multi-City,3,5,Website,1091.97,Confirmed
BK202306205495,TRVL000401,2023-06-20,"Amsterdam, Netherlands",Flight + Hotel,Multi-City,3,7,Mobile App,7104.96,Confirmed
BK202306206758,TRVL000150,2023-06-20,"Rome, Italy",Cruise,Multi-City,2,11,Website,9732.03,Cancelled
BK202306205046,TRVL001662,2023-06-20,"Dubai, UAE",Flight + Hotel,Multi-City,2,11,Mobile App,5202.92,Confirmed
BK202306206269,TRVL000524,2023-06-20,"Phuket, Thailand",Flight Only,One Way,4,0,Phone,6236.13,Confirmed
BK202306203855,TRVL000405,2023-06-20,"Rome, Italy",Complete Package,One Way,3,6,Email,7898.62,Confirmed
BK202306202968,TRVL000003,2023-06-20,"Phuket, Thailand",Flight + Hotel,Multi-City,2,3,Website,6047.56,Confirmed
BK202306202899,TRVL001505,2023-06-20,"Istanbul, Turkey",Complete Package,Multi-City,3,11,Website,14381.43,Confirmed
BK202306208364,TRVL000003,2023-06-20,"Dubai, UAE",Complete Package,Round Trip,3,8,Email,23096.15,Confirmed
BK202306208349,TRVL000044,2023-06-20,"Rome, Italy",Hotel Only,One Way,2,18,Phone,885.01,Confirmed
BK202306209754,TRVL000463,2023-06-20,"Phuket, Thailand",Complete Package,Multi-City,1,18,Mobile App,3705.5,Confirmed
BK202306206401,TRVL000672,2023-06-20,"Phuket, Thailand",Flight Only,Multi-City,1,0,Mobile App,1480.92,Confirmed
BK202306206284,TRVL000508,2023-06-20,"Bangkok, Thailand",Flight Only,One Way,1,0,Travel Agent,1092.97,Confirmed
BK202306206991,TRVL000112,2023-06-20,"Santorini, Greece",Flight Only,Round Trip,3,0,Email,2538.93,Confirmed
BK202306201037,TRVL000279,2023-06-20,"Phuket, Thailand",Hotel Only,Round Trip,4,12,Phone,3149.38,Confirmed
BK202306215173,TRVL000002,2023-06-21,"Prague, Czech Republic",Flight + Hotel,Multi-City,2,14,Email,4551.84,Confirmed
BK202306216916,TRVL000003,2023-06-21,"Barcelona, Spain",Cruise,Multi-City,2,20,Travel Agent,20035.25,Confirmed
BK202306212900,TRVL001067,2023-06-21,"Rome, Italy",Flight + Hotel,Round Trip,2,16,Website,1181.75,Confirmed
BK202306211965,TRVL000980,2023-06-21,"Sydney, Australia",Flight + Hotel,One Way,1,2,Website,2653.97,Confirmed
BK202306214962,TRVL000347,2023-06-21,Singapore,Hotel Only,Round Trip,1,8,Website,265.93,Confirmed
BK202306213832,TRVL001941,2023-06-21,Maldives,Flight Only,Round Trip,1,0,Email,964.53,Confirmed
BK202306217492,TRVL000045,2023-06-21,"Prague, Czech Republic",Flight + Hotel,Multi-City,1,4,Mobile App,1453.12,Confirmed
BK202306212400,TRVL000007,2023-06-21,Iceland,Cruise,One Way,2,7,Phone,13612.73,Confirmed
BK202306212279,TRVL000019,2023-06-21,Maldives,Cruise,Round Trip,2,11,Website,22380.34,Confirmed
BK202306215245,TRVL000340,2023-06-21,"Phuket, Thailand",Hotel Only,Round Trip,1,12,Website,473.73,Confirmed
BK202306218679,TRVL000117,2023-06-21,"New York, USA",Flight + Hotel,One Way,1,9,Phone,1490.91,Confirmed
BK202306212817,TRVL000595,2023-06-21,Switzerland,Flight + Hotel,Round Trip,3,2,Email,7383.43,Confirmed
BK202306211840,TRVL000472,2023-06-21,Switzerland,Cruise,Round Trip,2,12,Website,12345.71,Confirmed
BK202306219524,TRVL000709,2023-06-21,"New York, USA",Flight + Hotel,Multi-City,3,12,Email,8499.59,Confirmed
BK202306217529,TRVL000059,2023-06-21,"Rome, Italy",Cruise,Multi-City,6,11,Phone,20148.65,Confirmed
BK202306217252,TRVL001268,2023-06-21,"Rome, Italy",Flight Only,One Way,3,0,Email,1382.6,Confirmed
BK202306215715,TRVL000568,2023-06-21,"Tokyo, Japan",Flight Only,Round Trip,4,0,Phone,2646.81,Confirmed
BK202306213553,TRVL000333,2023-06-21,"Istanbul, Turkey",Cruise,Round Trip,2,14,Travel Agent,15864.6,Confirmed
BK202306215284,TRVL001750,2023-06-21,"Prague, Czech Republic",Flight Only,One Way,4,0,Phone,1974.0,Confirmed
BK202306212600,TRVL001540,2023-06-21,"Vienna, Austria",Cruise,Round Trip,1,7,Website,2045.0,Confirmed
BK202306214196,TRVL000030,2023-06-21,"Cancun, Mexico",Flight Only,One Way,2,0,Travel Agent,2783.71,Confirmed
BK202306217228,TRVL000181,2023-06-21,"Paris, France",Complete Package,Multi-City,1,8,Phone,3031.61,Confirmed
BK202306217136,TRVL000921,2023-06-21,"Sydney, Australia",Hotel Only,One Way,4,7,Phone,2457.68,Confirmed
BK202306227625,TRVL000115,2023-06-22,"Berlin, Germany",Cruise,Multi-City,2,7,Phone,11372.41,Confirmed
BK202306221951,TRVL000038,2023-06-22,"Bangkok, Thailand",Complete Package,Multi-City,3,13,Phone,9305.44,Confirmed
BK202306225399,TRVL000358,2023-06-22,"Bangkok, Thailand",Hotel Only,One Way,4,2,Phone,2932.0,Confirmed
BK202306223229,TRVL000002,2023-06-22,"Tokyo, Japan",Complete Package,Round Trip,1,14,Phone,4838.74,Confirmed
BK202306227028,TRVL000150,2023-06-22,"Tokyo, Japan",Complete Package,Multi-City,2,5,Mobile App,9668.14,Confirmed
BK202306229128,TRVL000002,2023-06-22,"Amsterdam, Netherlands",Flight Only,Round Trip,5,0,Website,1623.23,Confirmed
BK202306224014,TRVL001118,2023-06-22,"Bali, Indonesia",Flight + Hotel,Multi-City,1,5,Website,2331.63,Confirmed
BK202306229230,TRVL001492,2023-06-22,"Cancun, Mexico",Flight Only,One Way,2,0,Website,1708.6,Confirmed
BK202306227715,TRVL000306,2023-06-22,Switzerland,Complete Package,Round Trip,4,12,Website,10680.02,Confirmed
BK202306228474,TRVL000670,2023-06-22,"Phuket, Thailand",Cruise,Multi-City,4,15,Mobile App,32532.57,Confirmed
BK202306222524,TRVL001812,2023-06-22,"London, UK",Flight Only,Multi-City,1,0,Email,1197.62,Confirmed
BK202306225091,TRVL000902,2023-06-22,"London, UK",Complete Package,Round Trip,2,21,Travel Agent,6152.21,Confirmed
BK202306228652,TRVL000713,2023-06-22,"Rome, Italy",Flight + Hotel,Multi-City,5,21,Mobile App,8611.95,Confirmed
BK202306226578,TRVL000039,2023-06-22,"Prague, Czech Republic",Complete Package,Multi-City,2,3,Phone,4159.34,Confirmed
BK202306229444,TRVL000938,2023-06-22,"Tokyo, Japan",Complete Package,Multi-City,1,15,Phone,2309.46,Confirmed
BK202306221684,TRVL000294,2023-06-22,"Bangkok, Thailand",Complete Package,One Way,2,21,Website,15754.0,Confirmed
BK202306221704,TRVL000718,2023-06-22,"Los Angeles, USA",Hotel Only,One Way,2,10,Website,1322.66,Confirmed
BK202306224774,TRVL000160,2023-06-22,"Istanbul, Turkey",Complete Package,Multi-City,1,13,Mobile App,4534.1,Confirmed
BK202306227401,TRVL000462,2023-06-22,"Copenhagen, Denmark",Flight + Hotel,One Way,2,19,Mobile App,5132.91,Confirmed
BK202306235000,TRVL001991,2023-06-23,"Rome, Italy",Flight Only,Multi-City,2,0,Website,471.67,Confirmed
BK202306234828,TRVL000781,2023-06-23,"Berlin, Germany",Flight + Hotel,One Way,4,2,Website,2671.5,Confirmed
BK202306232245,TRVL000014,2023-06-23,"New York, USA",Complete Package,Multi-City,1,11,Email,1716.99,Confirmed
BK202306231246,TRVL001051,2023-06-23,"Miami, USA",Flight Only,One Way,5,0,Mobile App,3959.31,Confirmed
BK202306231880,TRVL000503,2023-06-23,"Santorini, Greece",Hotel Only,One Way,1,10,Website,149.74,Confirmed
BK202306234363,TRVL000503,2023-06-23,Singapore,Flight Only,Multi-City,2,0,Travel Agent,1848.09,Confirmed
BK202306235600,TRVL000045,2023-06-23,"London, UK",Hotel Only,Round Trip,1,5,Mobile App,565.36,Confirmed
BK202306231558,TRVL000770,2023-06-23,Iceland,Flight + Hotel,Round Trip,1,20,Email,2893.59,Confirmed
BK202306234795,TRVL000402,2023-06-23,Singapore,Flight + Hotel,Round Trip,4,5,Phone,12792.03,Confirmed
BK202306234886,TRVL000045,2023-06-23,"Amsterdam, Netherlands",Flight Only,Multi-City,2,0,Phone,3305.73,Confirmed
BK202306233584,TRVL001626,2023-06-23,"Prague, Czech Republic",Flight + Hotel,Round Trip,1,10,Travel Agent,743.6,Confirmed
BK202306231245,TRVL000192,2023-06-23,"Berlin, Germany",Flight + Hotel,Round Trip,2,8,Website,1920.72,Confirmed
BK202306231685,TRVL001064,2023-06-23,"Vienna, Austria",Hotel Only,Round Trip,2,3,Phone,1613.14,Confirmed
BK202306237548,TRVL000253,2023-06-23,"Istanbul, Turkey",Flight Only,Multi-City,2,0,Email,529.4,Confirmed
BK202306234330,TRVL000969,2023-06-23,"London, UK",Flight + Hotel,One Way,2,5,Email,5327.88,Confirmed
BK202306234044,TRVL000477,2023-06-23,"London, UK",Flight Only,One Way,1,0,Mobile App,852.15,Cancelled
BK202306243865,TRVL001017,2023-06-24,"Sydney, Australia",Flight Only,Multi-City,2,0,Website,2119.72,Confirmed
BK202306248801,TRVL000042,2023-06-24,"Paris, France",Flight + Hotel,Multi-City,1,10,Travel Agent,2511.91,Confirmed
